Wavelength[nm]	1712306U3-   13.08.2020  13:17:29  Int.Delay = 4,48 µs, HWmode=1	1712306U3-   13.08.2020  13:17:29  Int.Delay = 4,48 µs, HWmode=1	1712306U3-   13.08.2020  13:17:30  Int.Delay = 4,48 µs, HWmode=1	1712306U3-   13.08.2020  13:17:30  Int.Delay = 4,48 µs, HWmode=1	1712306U3-   13.08.2020  13:17:30  Int.Delay = 4,48 µs, HWmode=1	1712306U3-   13.08.2020  13:17:30  Int.Delay = 4,48 µs, HWmode=1	1712306U3-   13.08.2020  13:17:30  Int.Delay = 4,48 µs, HWmode=1	1712306U3-   13.08.2020  13:17:31  Int.Delay = 4,48 µs, HWmode=1	1712306U3-   13.08.2020  13:17:31  Int.Delay = 4,48 µs, HWmode=1	1712306U3-   13.08.2020  13:17:31  Int.Delay = 4,48 µs, HWmode=1	1712306U3-   13.08.2020  13:17:31  Int.Delay = 4,48 µs, HWmode=1	1712306U3-   13.08.2020  13:17:31  Int.Delay = 4,48 µs, HWmode=1	1712306U3-   13.08.2020  13:17:32  Int.Delay = 4,48 µs, HWmode=1	1712306U3-   13.08.2020  13:17:32  Int.Delay = 4,48 µs, HWmode=1	1712306U3-   13.08.2020  13:17:32  Int.Delay = 4,48 µs, HWmode=1	1712306U3-   13.08.2020  13:17:32  Int.Delay = 4,48 µs, HWmode=1	1712306U3-   13.08.2020  13:17:32  Int.Delay = 4,48 µs, HWmode=1	1712306U3-   13.08.2020  13:17:33  Int.Delay = 4,48 µs, HWmode=1	1712306U3-   13.08.2020  13:17:33  Int.Delay = 4,48 µs, HWmode=1	1712306U3-   13.08.2020  13:17:33  Int.Delay = 4,48 µs, HWmode=1	1712306U3-   13.08.2020  13:17:33  Int.Delay = 4,48 µs, HWmode=1	1712306U3-   13.08.2020  13:17:33  Int.Delay = 4,48 µs, HWmode=1	1712306U3-   13.08.2020  13:17:34  Int.Delay = 4,48 µs, HWmode=1	1712306U3-   13.08.2020  13:17:34  Int.Delay = 4,48 µs, HWmode=1	1712306U3-   13.08.2020  13:17:34  Int.Delay = 4,48 µs, HWmode=1	1712306U3-   13.08.2020  13:17:34  Int.Delay = 4,48 µs, HWmode=1	1712306U3-   13.08.2020  13:17:34  Int.Delay = 4,48 µs, HWmode=1	1712306U3-   13.08.2020  13:17:35  Int.Delay = 4,48 µs, HWmode=1	1712306U3-   13.08.2020  13:17:35  Int.Delay = 4,48 µs, HWmode=1	1712306U3-   13.08.2020  13:17:35  Int.Delay = 4,48 µs, HWmode=1
441.572	629.4659596	625.9296339	636.5386108	614.4365757	869.9361014	875.2405898	865.5156944	871.7042642	919.44466	847.8340663	769.1508214	916.7924158	1005.200556	842.5295779	568.4643427	648.9157504	617.9729013	642.7271806	587.0300522	571.1165869	587.9141336	592.3345406	636.5386108	633.8863666	624.1614711	592.3345406	661.2928901	636.5386108	655.1043203	557.8553658
441.645	553.7151345	566.919788	633.8233654	572.2016494	802.8429296	774.6730022	816.9278932	774.6730022	827.491616	718.3331475	784.3564147	813.4066523	864.4646456	778.1942431	592.4487846	628.5415041	595.0897153	618.8580915	603.8928176	600.3715767	626.7808836	539.6301708	588.9275437	639.1052268	617.9777813	605.6534381	598.6109562	632.062745	632.9430552	589.8078539
441.717	617.5791345	624.6675607	591.8835894	692.893663	791.2455769	725.6776343	735.4242204	747.8289663	749.6010728	738.0823802	722.1334212	718.5892081	769.0942449	722.1334212	605.1743886	630.8699336	622.8954541	675.1725975	601.6301755	597.1999091	613.1488681	589.2254296	606.0604418	589.2254296	622.0094008	634.4141467	648.5909992	596.3138558	591.8835894	614.0349213
441.790	599.446583	599.446583	649.2522338	603.0041295	678.6019924	691.0534051	714.1774572	747.0847622	736.4121228	625.2387951	694.6109515	697.2791114	762.2043348	685.7170853	626.1281817	601.2253563	598.5571964	602.1147429	594.1102633	650.1416205	546.9727723	619.0130887	636.8008211	651.0310071	577.2119175	589.6633302	670.5975128	643.0265275	637.6902078	625.2387951
441.863	645.022265	607.6038464	653.0404976	604.0401874	675.3133659	691.349831	669.9678775	755.4956917	726.9864203	660.1678155	663.7314744	682.4406837	683.3315985	713.6226993	637.0040325	581.7673192	650.3677534	620.0766526	567.5126835	628.0948852	573.7490866	603.1492727	669.0769628	636.1131177	592.4582959	589.7855517	617.4039084	607.6038464	648.585924	587.1128075
441.935	605.4457044	574.9942932	635.8971156	631.4189668	678.8873431	660.0791185	683.3654918	669.0354159	737.9989059	710.234384	636.7927453	707.5474948	743.3726844	705.7562353	618.8801505	638.5840048	609.9238531	617.088891	583.9505906	599.1762962	573.2030337	608.1325936	619.7757802	646.6446724	633.2102263	613.506372	617.9845207	616.1932613	662.7660078	615.2976315
442.008	649.7427771	580.507891	633.7654957	631.1026155	665.7200585	667.495312	697.6746213	743.831212	671.045819	679.9220864	680.8097132	761.5837469	730.5168109	703.0003818	610.6872003	599.1480527	656.8437911	616.9005876	588.4965317	588.4965317	576.957384	647.9675236	617.7882143	664.8324318	584.9460247	637.3160027	660.394298	634.6531224	663.0571783	599.1480527
442.080	618.8119736	606.4357341	611.7398367	640.9124012	747.8784709	683.3452222	708.0977012	710.7497525	693.9534275	685.9972736	646.2165038	727.5460775	721.3579578	701.0255643	602.0156486	648.8685551	630.3041959	566.6549644	621.4640249	616.1599222	586.9873578	572.8430841	606.4357341	604.6676999	625.0000933	613.5078709	601.1316315	625.8841104	615.2759051	606.4357341
442.153	615.1780446	606.3010166	586.7715548	624.0550727	764.312116	681.7557551	677.3172411	699.5098112	695.959	657.7877793	612.5149362	743.8949515	766.9752245	727.0285982	596.5362857	664.001699	630.2689923	630.2689923	642.6968316	602.7502053	616.9534502	577.006824	644.4722372	664.001699	676.4295382	616.9534502	606.3010166	576.1191212	614.2903418	647.1353456
442.225	599.2113482	632.1057397	616.9921004	630.3276645	769.0175315	698.7835604	689.8931843	695.22741	736.12314	679.224733	713.0081621	737.0121776	818.8036376	725.4546887	664.1110937	657.8878304	617.881138	620.5482508	581.4305961	634.7728526	643.6632287	577.8744456	594.7661602	632.1057397	632.9947774	582.3196337	629.4386269	640.9961158	606.3236491	603.6565363
442.298	583.2852362	617.7520911	642.4975254	611.5657325	773.2948208	708.7799386	764.4571657	799.807786	752.968214	765.3409312	693.7559249	730.8740763	792.737662	761.8058691	612.449498	616.8683256	643.3812909	659.28907	629.2410427	602.7280774	577.9826432	646.0325874	641.6137599	630.1248082	630.1248082	636.3111668	607.146905	645.1488219	618.6358566	593.0066568
442.370	622.6751874	602.3897351	616.5013541	605.9176398	745.2698773	719.6925679	720.574544	720.574544	747.9158058	708.2268774	699.4071156	725.8664012	747.0338296	698.5251394	654.4263301	621.7932112	627.9670445	681.7675919	607.6815922	591.8060209	600.6257827	614.7374017	606.799616	629.7309969	627.0850683	605.9176398	654.4263301	650.0164492	620.0292588	586.5141638
442.443	575.3324421	629.325179	649.6830962	605.4267545	733.7701454	676.2369012	681.5476622	754.1280626	725.8040039	697.4799453	726.6891308	708.9865941	739.9660333	729.3445113	608.9672618	595.6903593	681.5476622	642.6020815	627.5549254	570.0216811	603.6565008	623.1292912	622.2441644	589.4944715	613.392896	624.014418	644.3723352	647.9128425	637.2913205	574.4473153
442.515	625.939157	593.3197925	595.9646058	651.505686	712.3363928	677.0722149	723.7972506	698.2307216	714.0996017	715.8628106	669.1377749	720.2708328	737.0213173	685.0066549	611.8334859	629.4655748	662.0849393	626.8207615	615.3599037	646.2160593	619.7679259	619.7679259	610.9518814	641.8080371	605.6622548	588.0301658	625.0575526	624.1759481	640.0448282	615.3599037
442.588	649.2343945	620.813737	631.4714835	627.0307558	730.0556392	714.9571649	682.0957797	729.1674936	699.8586906	705.1875639	665.2210143	728.2793481	724.7267659	671.4380331	631.4714835	635.9122113	627.9189013	606.6034082	590.6167884	638.5766479	596.8338072	608.3796993	603.9389716	645.6818123	611.044136	615.4848637	650.12254	607.4915538	601.2745349	581.7353329
442.660	644.5956527	622.1515144	614.9693901	615.8671556	744.2476269	659.8576668	685.8928672	712.8258332	750.5319856	749.6342201	721.8034885	737.0655026	772.0783584	697.5638191	614.0716246	645.4934182	628.4358731	623.9470454	621.2537488	636.5157629	591.6274862	629.3336386	620.3559833	630.2314042	632.0269352	651.777777	605.9917348	636.5157629	619.4582178	591.6274862
442.733	610.3924567	606.9094755	620.8414003	620.8414003	717.4941288	715.7526382	684.4058073	736.6505254	703.562204	673.0861184	700.0792228	747.9702144	746.2287238	696.5962416	586.0115882	626.9366174	640.8685422	619.970655	626.9366174	652.1882312	642.6100328	606.0387302	613.0046926	653.9297218	619.0999097	627.8073627	645.2222687	611.263202	612.1339473	625.1951268
442.805	623.8930291	620.3532105	609.7337547	608.8488	748.6716349	683.1849907	699.9991291	709.7336303	695.5743558	699.1141744	711.5035396	778.760093	757.5211814	683.1849907	635.3974396	617.6983465	622.1231198	613.2735733	591.149707	599.9992535	638.0523035	596.4594349	602.6541175	615.0434826	598.2293442	644.2469861	647.7868047	672.5655349	640.7071675	621.2381651
442.878	602.7776675	635.2416758	656.2994109	627.3450252	749.3044077	724.73705	708.9437487	738.7755401	739.6529457	707.1889375	620.3257801	745.7947852	742.2851626	747.5495964	597.5132338	588.7391775	616.8161576	627.3450252	599.268045	629.9772421	579.9651212	602.7776675	629.9772421	629.9772421	618.5709689	588.7391775	598.3906394	640.5061096	637.8738927	586.9843662
442.950	584.060272	639.1770709	605.395807	605.395807	720.9632886	698.7387729	652.5117803	725.4081917	705.8506179	671.1803735	675.6252766	704.0726567	746.7437268	725.4081917	633.8431871	631.1762452	642.7329934	616.0635746	602.7288652	617.8415358	606.2847877	581.3933301	622.286439	607.1737683	602.7288652	568.9476013	645.3999353	620.5084777	632.9542065	624.9533808
443.022	554.9050907	610.3076592	599.754789	644.6044873	738.7009131	669.2278511	687.6953739	748.3743775	779.1535822	720.2333903	678.9013154	773.8771471	796.7416992	747.4949716	647.2427049	646.363299	568.0961784	632.2928054	554.0256849	601.5136007	583.0460779	631.4133996	625.2575586	637.5692405	615.5840943	602.3930066	618.2223118	590.9607305	646.363299	590.0813247
443.095	582.7714663	591.548145	624.8995241	644.2082172	760.0603762	683.7032714	750.4060296	757.4273726	696.8682895	674.0489248	654.7402317	729.3420007	761.8157119	674.0489248	591.548145	614.3675096	605.5908309	554.6860944	614.3675096	596.8141522	595.9364843	602.0801594	619.6335168	617.0005132	657.3732353	619.6335168	610.8568381	592.4258128	594.1811486	594.1811486
443.167	581.1705746	584.6928205	604.065173	623.4375255	751.1189396	653.3766157	729.9854641	733.50771	728.2243412	703.5686198	695.6435665	725.5826568	727.3437797	700.9269354	555.6342918	567.9621524	583.812259	598.7818041	570.6038369	670.1072837	575.8872057	629.6014558	618.1541566	641.9293165	605.8262959	595.2595582	646.3321239	626.9597714	625.1986484	604.9457345
443.239	616.4806404	604.9493478	668.8149681	635.9951355	792.1110962	696.3126657	695.4256432	712.2790708	715.8271608	685.6683957	680.3462607	744.211881	765.5004211	688.3294632	647.526428	618.2546854	625.3508654	595.1921003	557.9371551	662.6058106	613.8195728	598.7401903	637.7691805	625.3508654	583.6608077	607.6104153	577.4516502	630.6730004	627.1249104	633.3340679
443.312	594.4813511	588.3072125	635.0542623	613.8857869	701.205748	667.6889953	710.0259461	742.660679	688.8574707	702.9697876	650.9306189	684.4473716	779.705511	703.8518074	626.2340642	618.295886	607.7116483	606.8296285	605.9476086	630.6441633	616.5318464	639.4643614	550.3803607	665.9249556	598.8914502	580.3690342	604.183569	669.4530349	626.2340642	600.6554898
443.384	644.1185377	591.1046663	619.3787311	613.1937794	692.7145865	706.8516189	688.2967639	739.5435063	691.831022	723.6393449	706.8516189	722.7557803	737.7763772	682.9953768	614.9609084	633.5157634	629.9815054	647.6527958	589.3375373	609.6595213	580.501892	584.0361501	599.9403115	620.2622956	646.7692313	584.9197146	633.5157634	614.9609084	603.4745696	571.6662468
443.456	624.6436305	666.2275549	614.0264583	611.3721652	698.0790714	675.0751984	685.6923706	714.0048297	714.0048297	688.3466636	655.6103827	708.6962436	744.9715819	709.581008	634.3760383	629.9522166	666.2275549	615.795987	605.1788148	629.9522166	600.754993	611.3721652	609.6026365	639.6846244	629.9522166	616.6807513	599.8702287	625.5283948	619.3350444	578.6358843
443.529	616.833834	674.8267586	622.9845987	579.9292457	699.4298175	710.8526663	687.128288	724.0328764	707.3379436	666.9186325	673.9480779	687.128288	682.7348847	709.9739856	593.1094558	627.3780021	608.9257079	632.6500862	611.56175	597.5028592	610.6830693	622.9845987	568.5063969	586.9586911	620.3485567	592.2307751	608.9257079	620.3485567	607.1683466	601.8962625
443.601	611.8174024	638.3030042	648.897245	605.6374286	693.9227681	672.7342866	669.202873	717.7598097	730.1197572	655.0772187	664.7886061	678.9142604	777.7938405	706.2827156	592.3946277	628.5916169	648.0143916	615.348816	586.2146539	595.9260413	609.1688422	594.1603345	613.5831092	651.5458051	633.0058839	623.2944965	625.9430567	599.4574549	664.7886061	539.423424
443.673	622.3402285	604.7351301	600.3338555	588.0102866	685.7185827	656.6701704	656.6701704	699.8026615	684.8383278	713.0064853	712.1262303	702.4434262	735.8931132	661.071445	585.3695218	580.9682472	605.615385	660.1911901	602.9746203	618.8192088	611.7771695	639.065072	607.3758949	595.9325809	638.1848171	632.9032875	621.4599736	602.9746203	646.9873663	600.3338555
443.745	541.3106026	611.3831725	641.1640147	631.5290363	697.2220706	702.4775134	678.828021	700.7256991	640.2881076	678.828021	688.4629994	675.3243925	701.6016062	686.7111851	609.6313582	565.836002	620.1422437	609.6313582	584.2300516	628.0254078	616.6386152	572.843259	599.9963799	610.5072653	607.879544	628.0254078	632.4049434	625.3976865	626.2735936	607.0036369
443.818	605.2912187	606.1697255	621.1043419	650.9735748	671.1792323	717.7400953	679.0857939	758.1514103	698.4129446	654.4876022	701.0484652	716.8615884	759.908424	652.7305885	629.0109036	583.3285474	636.0389584	697.5344378	599.1416707	595.6276433	577.1789995	617.5903145	602.6556981	584.2070543	650.0950679	592.1136159	585.964068	640.4314926	620.2258351	571.9079584
443.890	641.4493513	640.5670276	628.2144954	640.5670276	714.6822209	617.6266106	666.1544158	714.6822209	640.5670276	622.0382293	632.626114	666.1544158	689.9771565	674.0953293	613.214992	644.9786463	640.5670276	663.5074446	607.0387259	638.8023802	639.6847039	607.0387259	616.7442869	629.9791429	639.6847039	625.5675242	614.0973157	629.0968191	613.214992	626.4498479
443.962	622.1359594	593.1380969	608.9551128	624.7721288	705.6146546	716.1593319	661.6784992	708.2508239	698.5848697	739.0061326	667.829561	746.9146406	720.5529474	678.3742383	623.0146826	616.8636208	594.8955431	586.9870352	567.6551268	600.1678818	615.9848977	608.0763897	615.9848977	637.0742523	616.8636208	617.7423439	602.8040511	670.4657303	597.5317125	575.5636348
444.034	573.2212196	622.5305719	633.0968616	639.2605307	700.0166968	698.2556485	698.2556485	715.8661314	731.7155661	664.7957309	662.1541585	700.0166968	783.6664908	685.9283104	609.3227097	628.6942409	628.6942409	611.9642821	630.4552892	603.1590406	603.1590406	606.6811372	666.5567792	628.6942409	593.473275	620.7695236	650.7073446	607.5616614	638.3800065	571.4601713
444.106	659.2645859	627.5776365	616.135127	598.5312662	746.4036967	687.4307631	699.7534657	723.5186777	676.8684467	701.5138517	705.0346239	743.7631176	741.1225385	686.5505701	612.6143548	622.2964783	640.7805321	614.3747409	613.4945479	623.1766713	589.7293358	590.6095289	605.5728105	631.9786017	588.8491428	602.0520384	645.1814973	624.0568643	581.8075985	614.3747409
444.179	609.5353499	592.9434134	554.5199816	613.0283892	737.0312827	689.8752528	728.2986846	753.6232192	767.5953762	693.368292	687.2554733	817.3711855	778.9477537	694.2415518	616.5214284	620.0144677	632.2401051	601.6760116	638.3529238	568.4921387	567.6188789	606.9155705	631.3668452	606.0423107	607.7888303	626.1272864	601.6760116	578.0979966	615.6481686	633.1133649
444.251	599.2890221	618.5926217	614.2054399	622.102367	743.1885823	701.9490742	748.4532004	734.4142189	753.7178184	744.0660187	686.15522	753.7178184	809.8737444	710.7234376	641.4059666	622.102367	622.102367	637.0187849	584.3726043	584.3726043	598.4115858	594.9018404	620.3474943	627.3669851	619.470058	614.2054399	624.7346761	612.4505673	678.258293	608.0633855
444.323	606.9218796	627.0941386	633.2335218	618.3235912	742.8653642	713.045503	701.6437914	751.6359116	776.1934443	752.5129663	722.6931052	779.7016632	784.0869369	717.4307767	659.545164	600.7824964	631.4794123	631.4794123	639.3729049	609.5530438	570.0855805	599.9054417	612.184208	634.9876313	644.6352334	600.7824964	620.0777007	628.8482481	626.2170839	599.0283869
444.395	605.6043905	591.5410084	626.6994636	595.0568539	755.027825	687.3477988	699.6532581	713.7166402	725.1431381	733.9327519	687.3477988	730.4169064	737.4485974	691.7426057	617.0308884	619.6677725	639.0049229	644.2786912	602.9675063	564.2932056	578.3565877	601.2095836	588.9041243	593.2989312	631.9732319	581.8724332	603.8464677	628.4573863	609.9991974	588.9041243
444.467	652.3067467	627.8233836	603.3400204	641.8138768	706.519908	669.7948632	691.6550089	702.1478788	692.5294147	669.7948632	661.050805	675.0412982	749.3657935	697.7758497	592.8471505	656.6787758	608.5864554	632.1954127	559.6197291	626.0745719	560.4941349	581.4798747	603.3400204	604.2144262	589.3495272	613.8328903	645.3115001	626.0745719	578.8566573	556.9965116
444.539	609.985051	587.4251486	606.5142968	592.6312799	718.4461198	714.107677	662.046364	688.0770205	705.4307915	649.8987243	696.753906	690.6800861	699.3569716	665.5171182	641.2218388	580.4836402	645.5602815	595.2343456	577.012886	601.3081654	603.0435425	604.7789196	582.2190173	613.4558052	640.3541502	612.5881166	621.2650021	578.7482631	603.9112311	616.0588708
444.611	602.9745685	598.5988459	644.1063605	635.3549154	686.9884416	684.3630081	740.3722568	719.3687885	716.743355	733.3711007	706.2416208	716.743355	700.9907538	637.9803489	606.4751465	600.3491349	582.8462447	627.4786148	602.9745685	578.4705222	585.4716782	604.7248575	585.4716782	606.4751465	594.2231234	621.3526032	588.0971118	608.2254355	616.1017361	579.3456667
444.684	627.3147984	614.0988967	637.0064596	646.6981208	739.2094323	724.2314105	680.178405	713.6586891	752.425334	681.0594651	710.1344487	703.0859678	726.8745908	682.8215853	634.3632792	627.3147984	632.601159	634.3632792	581.4996726	589.4292136	614.0988967	586.7860333	598.2398147	593.8345142	619.3852574	583.2617928	638.7685798	646.6981208	628.1958585	612.3367765
444.756	582.2621043	608.490127	636.4666845	606.7415921	693.2940671	677.5572534	706.4080784	725.6419618	722.1448921	712.5279504	640.8380216	688.0484625	742.2530428	674.0601838	633.8438823	653.952033	607.6158595	652.2034982	602.370255	637.340952	565.6510232	578.7650346	616.3585338	661.8204398	612.8614641	569.1480929	600.6217202	633.8438823	619.8556035	586.6334414
444.828	585.6675849	575.2557168	599.5500758	603.0206986	716.6835928	682.8450212	719.2865599	738.3749849	675.0361201	674.1684644	652.4770724	718.4189042	734.0367064	740.1102962	604.7560099	625.5797463	576.1233724	561.3732259	572.6527497	621.2414679	596.9471088	598.6824202	596.0794531	627.3150576	629.050369	603.0206986	606.4913213	600.4177315	616.9031895	643.8005156
444.900	610.4742191	611.3551343	640.4253352	624.5688619	724.1122772	705.6130584	666.8527905	681.8283486	683.5901789	643.0680807	679.185603	715.3031254	696.8039066	673.900112	598.1414066	643.0680807	648.3535718	608.7123887	613.1169646	669.4955361	594.6177459	591.9750003	578.7612726	619.2833709	592.8559155	622.8070316	625.4497771	619.2833709	651.8772325	580.523103
444.972	589.8206885	586.320269	602.0721568	609.9481007	694.833274	700.9590081	700.9590081	723.711735	713.2104764	646.7025056	658.9539739	707.9598472	743.8391472	687.8324349	605.5725763	601.1970519	644.9522959	614.3236251	626.5750934	623.0746739	598.5717373	595.9464226	600.321947	679.0813861	611.6983105	592.4460031	619.5742544	618.6991495	635.3261422	622.199569
445.044	615.6673189	641.8288197	637.4685696	614.7952689	700.2561715	667.1182705	701.1282216	661.8859704	679.3269709	683.687221	628.7480693	663.6300704	737.7543227	708.9766718	620.8996191	605.2027186	574.6809677	589.5058181	601.7145185	579.0412178	599.9704185	602.5865685	611.3070688	611.3070688	611.3070688	581.6573679	629.6201194	620.0275691	631.3642194	581.6573679
445.116	604.3407042	608.713647	603.4661156	600.8423499	682.1790872	695.2979158	678.6807329	721.535573	702.2946244	700.5454472	697.9216815	707.5421558	750.3969959	690.0503844	617.4595328	608.713647	642.8226014	646.3209557	591.2218756	580.7268127	583.3505784	618.3341214	626.2054185	643.69719	613.9611785	614.8357671	576.3538698	606.9644699	652.4430757	569.3571612
445.188	593.6734078	612.7961237	612.7961237	586.7196929	717.1018469	647.5646981	672.7719145	750.1319925	708.4097033	655.3876273	697.1099166	726.6632048	758.8241361	683.2024868	657.126056	596.2810508	611.9269093	628.4419822	632.788054	596.2810508	608.4500519	590.1965503	565.8585483	600.6271226	620.6190529	607.5808375	645.8262694	618.8806242	626.7035534	604.1039801
445.260	587.0065062	579.1213441	626.4323163	599.2723138	722.8065188	716.673615	657.0968353	703.5316783	706.1600656	654.4684479	650.9639315	721.9303897	708.788453	709.6645821	615.9187669	615.9187669	608.0336049	642.2026403	579.9974733	623.8039289	615.9187669	590.5110226	602.7768302	631.689091	636.0697365	614.1665087	626.4323163	635.1936074	648.3355441	563.3510201
445.332	565.4214493	612.3227677	592.3462802	606.2429672	718.2850055	705.2568615	693.0972605	700.9141469	654.0128285	687.0174599	682.6747453	668.7780583	742.6042076	641.8532274	653.1442855	575.8439645	578.4495933	568.8956211	594.0833661	578.4495933	573.2383357	639.2475986	598.4260808	613.1913106	652.2757426	594.0833661	618.4025682	600.1631666	596.6889949	586.2664797
445.404	641.5944005	612.9440416	603.393922	597.3165731	726.6772845	687.6086133	684.1358425	664.1674105	735.3592114	691.081384	649.4081348	744.909331	749.2502945	691.081384	600.7893439	606.8666928	584.2936827	597.3165731	605.1303074	609.4712708	600.7893439	542.6204334	567.7980216	618.1531978	616.4168124	579.0845266	584.2936827	636.3852443	621.6259686	610.3394635
445.476	631.9825322	595.9445853	566.938433	612.6450973	683.8420168	697.0266315	641.6512497	673.294325	755.0389363	682.0840682	639.0143268	676.8102223	756.7968849	671.5363764	612.6450973	625.829712	623.1927891	609.1292001	620.5558661	597.702534	591.5497138	626.7086863	595.9445853	643.4091983	631.9825322	598.5815083	619.6768918	639.0143268	621.4348405	596.8235596
445.547	571.679338	600.2200614	610.5985063	588.9767461	716.1126957	638.2743592	696.2206764	696.2206764	725.6262702	651.2474153	723.8965294	717.8424365	745.5182895	687.5719723	652.1122857	639.1392296	572.5442084	604.5444134	617.5174695	606.2741542	603.679543	571.679338	625.3013031	597.6254502	608.003895	609.7336358	604.5444134	662.4907306	622.7066919	602.8146726
445.619	595.945317	621.1751187	639.4449751	605.5152418	699.4745034	674.2447017	698.6045102	724.7043051	709.0444282	644.6649341	665.54477	699.4745034	699.4745034	656.8448384	601.1652759	616.8251529	613.3451802	649.0148999	599.4252896	612.4751871	635.9650025	602.9052623	577.6754605	584.6354058	582.0254263	622.915105	615.0851665	619.4351324	605.5152418	575.065481
445.691	567.4599632	639.1482082	631.374784	643.4667772	743.6575774	668.5144772	703.9267428	714.2913084	711.700167	693.5621773	665.9233358	747.1124326	731.5655843	721.2010187	566.5962494	603.7359426	581.2793839	615.8279357	578.6882426	603.7359426	556.2316839	590.7802357	601.1448012	617.5553633	624.4650737	589.0528081	630.5110703	572.642246	612.3730806	583.0068115
445.763	583.8070243	578.5710868	587.2976492	637.0390549	729.5406163	717.3234289	719.0687414	734.7765537	808.9523341	715.5781164	673.6906169	737.3945224	791.4992093	712.0874915	603.8781178	603.0054615	581.1890556	595.1515554	598.6421803	627.4398362	579.4437431	561.9906183	625.6945238	624.8218675	653.6195234	611.7320239	589.9156179	633.5484299	577.6984306	590.7882742
445.835	580.6411034	561.6036901	581.5064403	605.7358753	791.7833228	818.6087687	812.5514099	826.3968014	833.3194971	764.9578769	741.5937788	857.5489321	873.9903344	759.7658551	543.4316139	633.4266582	571.1223968	600.5438536	585.8331252	609.1972232	584.9677882	581.5064403	551.2196466	583.2371143	594.4864948	579.7757664	605.7358753	618.7159298	580.6411034	611.7932341
445.907	639.0129871	645.1071164	592.8717224	607.6717507	825.3192259	775.6956016	828.8015855	825.3192259	848.8251532	752.1896742	666.871864	817.4839168	894.0958281	829.6721754	622.471779	585.9070032	612.0247002	627.6953184	584.1658234	550.2128173	632.9188578	609.4129305	599.8364416	599.8364416	610.2835204	579.8128739	606.8011608	615.5070598	630.3070881	600.7070315
445.979	570.1653553	591.8942179	609.277308	601.4549174	761.3793463	736.1738657	790.061445	851.7714149	807.4445351	752.6878013	728.3514752	823.9584707	924.7803933	770.9400459	590.1559089	552.7822652	622.3146256	642.3051792	606.6698445	620.5763165	551.9131107	597.9782994	564.9504282	610.1464625	570.1653553	629.2678616	623.1837801	603.1932264	608.4081535	584.0718273
446.051	637.7587944	629.1170763	612.697812	587.6368295	753.5578167	706.0283673	730.2251779	802.8156098	781.2113146	719.8551162	719.8551162	808.8648124	871.9493544	731.9535215	606.6486093	616.1544992	561.7116753	613.5619838	588.5010014	595.4143758	584.1801423	559.9833317	582.4517987	604.0560939	635.166279	598.871063	595.4143758	585.0443141	632.5737636	604.0560939
446.122	573.3471617	602.0145198	606.3580589	598.5396885	844.3840018	713.2091209	743.6138946	770.543837	763.5941745	712.340413	694.9662566	790.5241169	822.6663063	790.5241169	597.6709807	624.6009231	607.2267667	629.8131701	572.4784539	643.7124952	595.9335651	637.6315405	616.7825528	611.5703058	602.8832276	608.0954745	552.498174	633.2880014	633.2880014	592.4587338
446.194	591.7806229	594.3799522	601.3114968	609.9759276	787.5967588	775.4665556	721.7470848	773.7336695	804.9256203	726.0793002	687.9558047	772.0007833	791.0625311	707.8839955	623.8390168	596.1128383	615.174586	588.3148506	582.249749	637.7021061	585.7155214	613.4416999	609.9759276	593.5135091	609.1094845	591.7806229	557.9893428	647.23298	614.308143	553.6571274
446.266	628.8304807	600.0490579	636.6799597	630.5748094	736.1066931	728.2572141	722.1520638	692.4984767	754.422144	701.22012	695.1149697	754.422144	836.4055909	751.805651	621.8531661	614.0036871	604.4098795	648.8902603	620.1088374	587.8387573	588.7109216	540.7418836	612.2593585	612.2593585	647.1459316	630.5748094	631.4469737	607.8985368	586.0944286	586.966593
446.338	613.0532794	651.2605659	628.683533	620.0000588	696.4146318	728.5434864	725.9384442	750.2521719	760.672341	695.5462844	699.0196741	757.1989513	778.0392894	686.8628102	626.0784907	526.2185373	614.7899742	648.6555237	579.18773	586.1345093	593.0812887	597.4230258	594.8179835	622.605101	614.7899742	644.3137866	590.4762464	626.0784907	606.1065	602.6331103
446.410	577.4288498	628.9693976	639.4522209	644.6936326	737.291905	714.5791212	723.3148073	742.5333167	746.0275911	716.3262584	681.3835141	754.7632772	849.1086868	750.3954341	649.0614756	594.0266533	629.8429662	608.8773197	602.7623394	585.2909672	592.2795161	595.7737905	580.9231242	619.3601429	566.9460265	581.7966928	635.9579465	625.4751232	597.5209278	586.1645359
446.481	615.3016418	592.769469	612.7017757	603.1689334	722.7627736	724.4960177	688.0978924	734.02886	746.1615685	748.7614346	643.0335468	732.295616	756.5610328	725.3626397	627.4343503	604.0355554	579.7701386	596.2359572	616.1682639	566.7708081	576.3036504	614.4350198	583.2366267	625.7011062	586.7031148	604.9021775	599.7024453	604.9021775	618.76813	578.0368945
446.553	615.6515416	589.5277138	626.1010727	574.7242114	762.8157715	700.989379	726.2424126	740.1751207	771.5237141	706.2141446	660.9328431	735.8211494	783.7148337	754.1078289	628.7134555	606.0728047	603.4604219	619.1347186	607.8143932	639.1629866	630.455044	578.2073884	592.1400966	604.3312162	596.4940679	620.8763071	633.938221	603.4604219	602.5896277	580.8197712
